WELLNAME,= 33846-CBL (1),,,,,,
STDEP  =,17,,,,,,
ENDEP  =,10431.5,,,,,,
LEVEL  =,0.5,,,,,,
CURNAMES,"AMP3FT, AMPAVG,","AMPMAX,","AMPMIN, CCL, GR,",LTEN,,,
,,,,,,,
DEPTH,AMP3FT,AMPAVG,AMPMAX,AMPMIN,CCL,GR,LTEN
2724.5,0    52.2293,85.0279,90.5254,79.2497,0,130.7313,678.946
2725,0    53.7530,87.508,93.2404,82.3161,0,114.6077,660.7442
2725.5,0    53.0151,89.3663,94.3401,84.8207,0,111.9137,670.2408
2726,0    54.5147,90.7984,95.8511,85.6231,0,112.2154,680.5288
2726.5,0    54.8221,91.0541,97.3581,85.6324,0,106.9597,678.1547
2727,0    55.1795,91.6417,99.0172,86.241,0,103.1639,664.7011
2727.5,0    56.2994,91.4313,99.3034,84.6787,0,109.84,679.7374
2728,0    56.4002,89.7075,96.7869,83.2302,0,116.0594,667.0753
2728.5,0    55.0014,87.7489,94.002,81.8794,0,113.3979,685.2771
2729,0    52.9450,85.7559,90.9661,81.4834,0,117.7895,690.8168
2729.5,0    51.4863,84.0532,89.6945,78.9405,0,121.0551,676.5719
2730,0    51.1751,83.2903,89.7417,77.7126,0,109.0781,667.8666
2730.5,0    51.0185,83.0676,90.1172,77.9412,0,101.6693,689.234
2731,0    52.0603,83.5464,91.3768,79.2361,0,112.7304,664.7011
2731.5,0    53.8553,84.3376,92.4512,78.7055,0,119.4511,691.6082
2732,0    53.4306,84.8757,93.4607,77.8982,0,122.5832,694.7737
2732.5,0    52.8666,85.6141,93.6781,78.4411,0,123.1287,682.903
2733,0    52.4656,85.2726,92.166,78.694,0,108.8991,659.9528
2733.5,0    51.9716,84.4966,90.6398,77.6013,0,97.474,671.8235
2734,0    51.7202,83.6871,89.6731,75.0739,0,93.7565,667.8666
2734.5,0    51.0864,83.2023,88.4103,75.5222,0,96.9902,690.8168
2735,0    50.4890,82.0357,87.2919,76.552,0,104.5757,687.6512
2735.5,0    50.8892,80.6263,87.6214,74.8258,0,105.8835,684.4857
2736,0    51.0280,80.1428,87.338,72.79,0,109.1521,656.7872
2736.5,0    50.1315,80.1395,87.2332,68.9323,0,113.7091,665.4925
2737,0    49.9001,80.7148,88.5174,70.1432,0,107.977,679.7374
2737.5,0    50.3010,82.1193,90.1031,75.0756,0,103.3562,697.9393
2738,0    51.1450,83.5523,92.2068,76.3727,0,109.9056,697.9393
2738.5,0    52.2722,84.297,93.7578,76.4267,0,111.0897,682.1116
2739,0    53.2919,84.8745,93.3237,77.3282,0,118.5616,663.1183
2739.5,0    53.8924,85.7475,93.7806,78.4982,0,129.5431,662.327
2740,0    52.3201,85.6663,93.1507,77.9048,0,124.7642,671.8235
2740.5,0    51.8986,84.5962,92.6427,75.8944,0,115.6611,689.234
2741,0    52.1179,84.0662,92.2553,76.3438,0,114.0797,690.8168
2741.5,0    51.5628,84.1957,92.613,76.5882,0,129.5809,683.6943
2742,0    51.3171,83.7544,92.6714,76.2591,0,147.1267,662.327
2742.5,0    51.1901,82.7644,91.6367,76.0036,0,152.4061,664.7011
2743,0    51.0748,82.7366,90.7255,75.3019,0,149.5363,679.7374
2743.5,0    51.3836,83.4418,90.3962,75.0055,0,141.8431,691.6082
2744,0    51.6876,83.5287,90.1184,74.604,0,132.3643,690.8168
2744.5,0    51.1901,83.9267,90.4891,75.7932,0,115.7444,681.3202
2745,0    50.9839,84.5043,90.7785,76.5571,0,105.0354,667.0753
2745.5,0    50.5140,84.2444,91.0663,77.7054,0,113.7144,671.0322
2746,0    49.8798,83.6927,90.1431,77.2458,0,125.1217,673.4063
2746.5,0    50.7077,82.9096,89.7212,76.0805,0,122.5183,697.9393
2747,0    51.5148,83.4302,90.1184,75.9899,0,119.6506,698.7307
2747.5,0    51.8244,83.8905,91.1532,75.7184,0,124.8229,689.234
2748,0    51.7115,83.5202,89.1818,76.2647,0,125.2468,686.8599
2748.5,0    51.6755,83.175,90.3353,76.8771,0,124.8394,671.0322
2749,0    51.5489,82.8187,90.8301,75.6413,0,126.4406,678.946
2749.5,0    50.8565,81.679,89.4554,72.6065,0,123.9633,700.3134
2750,0    49.7664,80.3835,87.087,72.9632,0,125.9356,698.7307
2750.5,0    49.4169,80.5547,86.5383,75.8834,0,130.2416,683.6943
2751,0    48.5049,80.2261,86.2393,75.6633,0,131.5818,686.8599
2751.5,0    47.4145,79.6779,87.0693,73.4952,0,134.5508,669.4494
2752,0    49.1989,80.1997,89.3978,71.839,0,140.5527,673.4063
2752.5,0    50.2940,80.8756,89.7373,72.9926,0,142.0957,693.9824
2753,0    50.9688,82.6007,89.9483,75.78,0,134.2687,698.7307
2753.5,0    51.8448,84.8506,91.5632,78.1662,0,119.2576,686.8599
2754,0    52.3954,85.5535,92.7226,80.0974,0,108.722,682.1116
2754.5,0    53.6810,85.4769,92.652,80.1995,0,115.8555,670.2408
2755,0    53.6365,85.2903,92.6127,79.7323,0,119.8545,681.3202
2755.5,0    52.2175,85.3803,90.6703,79.9208,0,116.9923,690.8168
2756,0    51.4851,85.3016,91.0925,80.4967,0,127.3492,690.0254
2756.5,0    51.3819,84.7246,89.2265,79.1112,0,140.9305,663.1183
2757,0    50.8725,83.5747,89.4809,77.2382,0,134.9352,682.1116
2757.5,0    50.4821,81.9361,87.4145,75.0896,0,114.7012,671.0322
2758,0    49.0475,79.9955,84.4629,74.3016,0,108.8503,678.1547
2758.5,0    47.0417,79.121,85.6362,75.1331,0,114.8542,694.7737
2759,0    47.2505,77.9658,83.2743,73.6422,0,109.5959,694.7737
2759.5,0    47.5321,76.9642,81.0749,72.3811,0,101.3147,663.1183
2760,0    47.4132,77.0053,81.3433,72.0539,0,98.5339,678.946
2760.5,0    46.9967,76.6913,82.0741,70.6149,0,98.6045,667.8666
2761,0    43.9069,71.6342,76.3892,67.1159,0,104.5034,671.0322
2761.5,0    39.6976,69.7768,74.3357,66.1299,0,115.1997,686.8599
2762,0    33.7637,70.5909,75.986,66.2049,0,122.6718,667.8666
2762.5,0    28.7046,52.2253,55.1499,48.9859,0,126.3271,669.4494
2763,0    29.2234,47.6146,49.9245,44.1017,0,132.5175,692.3996
2763.5,0    29.3024,47.5671,50.1077,44.398,0,133.7157,666.2839
2764,0    31.4002,48.1845,51.3643,44.9346,0,131.7852,679.7374
2764.5,0    34.9012,53.9962,56.438,52.1632,0,129.9022,694.7737
2765,0    41.1991,66.5761,67.7815,64.9392,0,130.472,694.7737
2765.5,0    46.5526,76.3036,78.489,73.8751,0,127.3318,662.327
2766,0    46.4800,76.2368,79.0807,73.2579,0,115.8019,678.1547
2766.5,0    46.1562,74.8239,78.817,71.0601,0,112.6988,663.9097
2767,0    47.0663,75.7091,80.7873,71.946,0,123.9175,674.9891
2767.5,0    48.8179,78.1353,82.9748,74.6501,0,145.9298,695.5651
2768,0    48.4936,78.8477,84.2058,74.877,0,162.9051,697.1479
2768.5,0    47.4106,77.9411,83.426,73.5262,0,152.0107,659.1614
2769,0    47.1872,77.0596,84.0384,71.5853,0,118.3372,686.0685
2769.5,0    47.7586,77.1593,85.7786,70.97,0,89.5016,666.2839
2770,0    48.2675,78.1372,86.732,72.1386,0,85.5194,678.946
2770.5,0    48.1076,78.4888,86.2198,71.9077,0,95.941,694.7737
2771,0    47.8319,78.8133,86.1377,73.0328,0,99.7243,694.7737
2771.5,0    48.0795,77.9649,84.8018,73.4215,0,102.9296,673.4063
2772,0    47.9822,77.814,86.1101,72.2466,0,117.974,690.8168
2772.5,0    47.2201,77.3672,87.7648,70.3831,0,131.4915,675.7805
2773,0    45.6572,74.9849,84.1791,67.8031,0,132.7072,678.946
2773.5,0    43.6778,72.3924,81.1104,66.1101,0,131.4952,691.6082
2774,0    43.4579,70.6584,78.9007,64.0854,0,133.6076,678.946
2774.5,0    43.4478,70.4779,78.042,64.3139,0,124.5663,667.0753
2775,0    43.2277,70.4511,76.2182,63.7994,0,108.4942,692.3996
2775.5,0    43.4509,69.7667,74.5165,62.5504,0,97.3261,674.9891
2776,0    42.9472,69.1177,75.7354,62.9643,0,90.1761,679.7374
2776.5,0    43.0394,68.6197,75.5425,61.5564,0,95.0801,688.4426
2777,0    42.7811,68.1898,74.8811,60.6106,0,103.7008,688.4426
2777.5,0    41.9860,67.6973,73.8747,60.4662,0,102.3047,669.4494
2778,0    41.5959,67.3438,73.5973,59.3378,0,105.5633,695.5651
2778.5,0    41.8105,66.6857,73.8511,59.0912,0,122.9957,676.5719
2779,0    41.4421,66.7084,74.1944,60.5229,0,144.5084,671.8235
2779.5,0    41.6338,67.2666,74.2408,59.565,0,155.7272,690.0254
2780,0    42.1845,67.2027,74.4754,56.5571,0,143.5697,698.7307
2780.5,0    41.8476,68.4019,74.6919,60.1926,0,119.4977,678.1547
2781,0    41.5572,69.3223,76.4362,63.0363,0,119.482,691.6082
2781.5,0    42.1386,69.1991,78.252,63.5692,0,127.1852,664.7011
2782,0    43.6766,70.4491,78.602,64.9549,0,115.8215,676.5719
2782.5,0    45.0736,72.5525,80.513,66.1071,0,89.507,699.522
2783,0    45.6947,73.4183,81.325,66.1474,0,78.051,686.8599
2783.5,0    45.3534,72.818,80.731,64.9,0,92.8472,686.8599
2784,0    45.1684,72.9345,81.2835,64.168,0,104.4049,682.903
2784.5,0    44.8605,73.4039,85.8639,61.1817,0,104.3541,663.1183
2785,0    44.0427,72.0062,84.2281,58.2148,0,112.7621,675.7805
2785.5,0    43.8795,71.5898,78.4305,61.8533,0,122.5153,701.1048
2786,0    43.9023,71.2834,78.6318,63.8997,0,126.9078,689.234
2786.5,0    44.8522,71.5771,78.8183,64.3034,0,139.7932,664.7011
2787,0    45.3988,73.0633,80.8148,65.8037,0,147.6168,684.4857
2787.5,0    46.3543,74.7503,82.5732,67.7247,0,132.2195,669.4494
2788,0    47.6667,76.117,83.8213,68.8261,0,122.4259,678.1547
2788.5,0    49.7024,76.9504,83.2484,70.1856,0,120.3863,697.1479
2789,0    50.1753,77.3698,83.772,70.9537,0,120.2497,688.4426
2789.5,0    48.0764,76.9455,85.3863,70.6348,0,125.175,669.4494
2790,0    46.4612,75.2204,83.3016,69.1498,0,132.2349,685.2771
2790.5,0    45.9704,74.2625,80.9082,68.3711,0,135.3366,672.6149
2791,0    45.2519,74.3122,82.5853,65.7565,0,143.0595,689.234
2791.5,0    44.8201,73.2731,81.1464,66.3705,0,146.3652,700.3134
2792,0    43.8314,70.3942,75.4686,65.2042,0,131.0414,682.1116
2792.5,0    42.1808,68.0125,73.2642,60.6302,0,111.9868,663.9097
2793,0    41.9710,67.5994,72.5092,61.6338,0,104.7242,690.8168
2793.5,0    41.6604,67.2006,72.4926,62.6765,0,110.1416,678.1547
2794,0    41.4435,66.5371,72.3612,61.426,0,122.0711,684.4857
2794.5,0    40.9649,65.438,70.9171,60.6034,0,130.46,705.0617
2795,0    40.3535,65.2953,70.3603,61.4907,0,136.4056,686.8599
2795.5,0    40.8348,65.2857,70.4967,61.3961,0,128.7733,684.4857
2796,0    41.5266,65.4794,71.9355,59.817,0,102.621,701.8962
2796.5,0    41.2399,66.429,73.6698,59.8518,0,89.0366,674.9891
2797,0    40.8715,67.138,76.8678,60.0105,0,87.0406,690.0254
2797.5,0    41.4531,67.1523,75.4214,61.5179,0,79.25,694.7737
2798,0    42.3500,66.9147,73.911,61.6745,0,80.5198,697.1479
2798.5,0    41.8783,66.9427,74.1036,60.8957,0,85.5413,690.8168
2799,0    41.2441,65.9886,73.5394,58.3231,0,87.9344,702.6876
2799.5,0    40.4334,64.8105,73.8302,56.0071,0,97.6528,676.5719
2800,0    39.4870,63.8576,73.3061,54.2497,0,102.3405,682.1116
2800.5,0    38.7783,62.7504,71.4571,54.5728,0,90.1998,701.1048
2801,0    38.5248,61.9036,69.5881,54.8924,0,78.5673,701.8962
2801.5,0    38.1324,61.3419,68.3814,54.0638,0,88.4935,690.8168
2802,0    38.0480,61.4784,68.4669,54.6576,0,99.6493,698.7307
2802.5,0    38.8027,62.5182,68.932,56.0788,0,87.9399,667.8666
2803,0    38.5754,62.7307,69.7738,56.8267,0,75.704,675.7805
2803.5,0    37.9830,62.1056,69.1941,57.4561,0,87.1282,699.522
2804,0    36.1143,56.4937,60.5442,52.5736,0,112.9178,699.522
2804.5,0    33.4151,52.0009,57.0345,46.6486,0,134.5838,679.7374
2805,0    29.2316,47.1491,51.8929,41.6068,0,136.6822,678.946
2805.5,0    26.1803,40.9461,44.8653,36.4696,0,126.4687,678.1547
2806,0    27.4817,42.3498,48.8282,37.7795,-2,120.8982,689.234
2806.5,0    26.5216,41.06,45.9674,37.1192,0,117.8092,706.6445
2807,0    27.7871,43.1703,48.4359,40.2209,0,108.5429,690.8168
2807.5,0    34.2590,54.1293,63.4272,50.2065,0,97.3572,683.6943
2808,0    39.5405,62.4229,71.0798,56.4098,0,89.3005,701.8962
2808.5,0    43.4098,68.4219,76.3224,61.7086,0,89.7969,680.5288
2809,0    43.1043,68.5784,77.3885,61.6006,0,106.9281,697.9393
2809.5,0    42.5946,68.0453,76.9612,61.4641,0,136.5641,709.8101
2810,0    42.2978,68.3783,77.4375,61.2127,0,154.8864,695.5651
2810.5,0    42.3743,68.1529,77.8997,60.092,0,143.9669,685.2771
2811,0    42.5069,68.9948,79.573,59.9771,0,126.6184,701.8962
2811.5,0    42.7095,70.2816,81.2903,62.3041,0,127.0623,675.7805
2812,0    43.5141,71.2061,81.3756,64.1082,0,135.9789,709.0187
2812.5,0    44.2819,71.243,79.3474,64.6804,0,139.0272,716.9325
2813,0    44.6197,71.8844,79.1311,65.2321,0,128.3857,701.8962
2813.5,0    45.3427,73.1253,80.5296,64.7729,0,117.0711,683.6943
2814,0    46.1939,73.8063,80.8931,64.2593,0,112.151,698.7307
2814.5,0    46.5472,74.6189,82.1368,67.1743,0,103.4829,683.6943
2815,0    46.8611,75.5104,83.7001,66.8732,0,102.4554,709.0187
2815.5,0    46.9667,76.4542,84.5716,68.7923,0,109.2901,706.6445
2816,0    48.1138,77.4777,85.6537,71.7382,0,106.6424,693.9824
2816.5,0    48.2928,78.274,86.524,72.3624,0,105.2853,682.903
2817,0    48.1852,78.7556,86.1215,72.8084,0,108.1628,698.7307
2817.5,0    48.3655,79.06,85.3387,73.8216,0,100.9277,680.5288
2818,0    48.7979,79.3336,85.9303,73.1432,0,92.9972,704.2703
2818.5,0    49.5897,79.1873,86.6125,72.057,0,93.3966,704.2703
2819,0    48.9847,79.7958,86.7614,72.5535,0,96.3953,693.9824
2819.5,0    49.5364,80.4866,88.2165,73.7,0,98.2512,672.6149
2820,0    49.9208,80.7672,88.6706,74.918,0,99.8922,693.191
2820.5,0    49.8864,79.8529,86.7335,73.5998,0,103.5282,676.5719
2821,0    50.9760,79.5541,86.4769,72.0463,0,111.831,700.3134
2821.5,0    50.0457,79.7648,87.9244,72.3008,0,118.5295,709.0187
2822,0    48.3792,78.4741,86.4881,70.0085,0,117.2596,698.7307
2822.5,0    46.8855,76.3472,84.5327,67.6543,0,113.8861,686.8599
2823,0    45.6170,75.5592,83.3074,67.2077,0,105.4398,708.2273
2823.5,0    45.9582,75.9387,83.825,67.0558,0,96.8552,683.6943
2824,0    46.1587,75.4401,82.545,68.961,0,96.3741,697.9393
2824.5,0    44.5997,73.0716,80.3255,67.1221,0,97.524,706.6445
2825,0    42.7112,71.512,81.083,63.9506,0,99.7542,705.8531
2825.5,0    42.4262,70.1787,77.2544,63.4375,0,115.5335,679.7374
2826,0    43.2284,70.0591,76.2628,63.7082,0,131.5801,679.7374
2826.5,0    44.4254,70.096,77.5349,62.8586,0,136.1483,690.0254
2827,0    44.4139,69.2647,76.3695,60.9183,0,132.1317,706.6445
2827.5,0    43.8512,69.0662,76.4351,61.1323,0,126.3985,707.4359
2828,0    43.3029,69.6101,75.8099,62.8094,0,124.1409,695.5651
2828.5,0    43.2630,69.9719,76.3309,63.5452,0,114.2778,676.5719
2829,0    42.5127,69.5337,76.2944,64.3199,0,101.8272,698.7307
2829.5,0    41.6259,68.6041,75.011,63.9013,0,100.0227,690.8168
2830,0    41.5765,67.7625,75.3909,61.9851,0,106.033,709.8101
2830.5,0    43.4969,68.7247,76.5915,62.6104,0,99.6077,710.6014
2831,0    43.5594,68.5962,75.0499,62.8445,0,86.8814,696.3565
2831.5,0    42.1532,67.6968,72.3665,62.1729,0,88.2668,686.8599
2832,0    41.2979,67.0082,72.4015,62.3627,0,103.2861,697.1479
2832.5,0    41.4813,66.6527,72.8494,60.2656,0,101.4903,691.6082
2833,0    42.3922,67.5592,73.9201,62.5561,0,91.8763,709.8101
2833.5,0    42.8473,68.3221,74.6454,63.3585,0,106.2691,706.6445
2834,0    43.4734,68.5944,74.036,64.3659,0,125.8749,699.522
2834.5,0    44.1109,68.919,74.1012,64.3727,0,127.9682,679.7374
2835,0    43.2349,69.5035,74.1242,65.0344,0,125.6704,698.7307
2835.5,0    43.1545,70.6877,75.6405,66.2871,0,121.3563,686.0685
2836,0    43.2534,70.9491,76.2958,65.8564,0,111.4865,712.1842
2836.5,0    43.1416,69.7254,74.5263,64.0456,0,108.2619,708.2273
2837,0    42.6818,68.6799,73.2458,64.3372,0,108.4543,703.4789
2837.5,0    42.8554,68.9442,73.2518,64.9507,0,117.7013,684.4857
2838,0    43.3118,69.1771,74.9084,65.1006,0,131.3235,684.4857
2838.5,0    43.6900,69.0337,76.0116,64.4445,0,121.6906,693.191
2839,0    44.3043,69.728,75.428,65.5914,0,108.803,711.3928
2839.5,0    44.5275,71.2773,76.3955,65.9761,0,115.2088,712.9756
2840,0    45.3815,73.5975,78.9307,68.342,0,120.0143,697.9393
2840.5,0    45.4799,73.7743,80.2844,68.3747,0,121.6881,678.946
2841,0    45.4338,74.2765,81.1077,68.4699,0,127.8388,684.4857
2841.5,0    46.2469,75.5518,82.6647,69.4795,0,127.9457,695.5651
2842,0    47.7480,77.2701,84.0547,71.5214,0,121.4841,702.6876
2842.5,0    49.1318,78.9754,85.261,73.239,0,116.4804,705.0617
2843,0    49.9654,79.9693,86.9064,73.5989,0,117.1315,693.9824
2843.5,0    50.0548,79.0383,84.939,72.4317,0,115.2452,682.903
2844,0    48.8489,77.1314,84.5908,70.8208,0,104.3265,682.1116
2844.5,0    46.9976,74.7305,83.8572,68.4584,0,101.5428,692.3996
2845,0    45.7200,72.6822,81.0584,64.7795,0,115.0548,697.9393
2845.5,0    44.1392,70.633,78.2857,61.1862,0,133.8508,707.4359
2846,0    41.2664,65.7516,73.3016,57.3886,0,143.1734,702.6876
2846.5,0    33.2123,58.1603,67.01,50.2765,0,138.7517,684.4857
2847,0    25.9140,55.5092,65.6214,46.9138,0,123.842,683.6943
2847.5,0    24.4208,44.241,50.5867,38.4936,0,113.199,685.2771
2848,0    27.3758,43.2596,49.062,38.5652,0,115.3818,709.0187
2848.5,0    28.4837,44.304,50.7317,38.7653,0,125.2783,712.9756
2849,0    27.4599,43.795,48.2582,39.4765,0,133.2233,704.2703
2849.5,0    32.7539,51.4967,55.4479,47.591,0,130.9942,688.4426
2850,0    39.7320,63.6958,70.0699,58.4635,0,111.2247,685.2771
2850.5,0    44.8958,73.0366,79.5675,67.3403,0,88.6506,690.0254
2851,0    46.9484,75.9706,82.5517,70.1646,0,95.2451,708.2273
2851.5,0    46.4459,75.0964,82.8211,69.0339,0,114.9878,710.6014
2852,0    46.8963,75.0669,81.8158,69.7872,0,117.1934,693.191
2852.5,0    49.0881,77.0195,82.7755,71.9663,0,116.3338,687.6512
2853,0    49.3214,78.6423,83.6164,73.787,0,116.3506,680.5288
2853.5,0    49.5167,79.287,84.8694,74.0032,0,116.0532,690.0254
2854,0    49.5748,79.519,84.682,74.9153,0,114.4643,709.8101
2854.5,0    49.9796,80.2247,85.6141,76.0711,0,106.7408,709.8101
2855,0    50.8966,81.4257,86.4004,76.4794,0,98.6646,701.1048
2855.5,0    50.7733,81.8206,86.4638,77.3417,0,106.8784,687.6512
2856,0    50.5974,82.1252,87.607,77.8622,0,124.9636,681.3202
2856.5,0    50.9355,81.5028,87.1871,75.9369,0,135.7811,695.5651
2857,0    50.1530,80.6969,86.5978,75.2073,0,141.0443,710.6014
2857.5,0    48.0336,79.076,85.597,73.4705,0,144.0468,710.6014
2858,0    47.2829,77.2343,83.182,71.7809,0,134.5129,693.191
2858.5,0    48.4540,77.1264,83.2414,68.6769,0,127.1628,706.6445
2859,0    49.6490,77.6052,84.2925,69.5109,0,123.8825,682.903
2859.5,0    49.6188,77.5148,83.6567,71.1896,0,111.4792,697.1479
2860,0    48.8657,76.7004,81.7132,70.5626,0,101.3383,712.9756
2860.5,0    48.1033,77.0042,82.8013,71.4313,0,102.4657,713.767
2861,0    47.5563,77.3917,83.6797,72.2597,0,100.7703,699.522
2861.5,0    48.3583,77.7625,84.536,72.2838,0,88.3121,701.8962
2862,0    48.3743,76.8961,84.108,71.4285,0,80.2245,688.4426
2862.5,0    46.7744,75.0553,81.5097,69.5238,0,92.3811,701.1048
2863,0    45.8523,74.226,80.4485,68.7576,0,112.3601,712.9756
2863.5,0    45.9255,74.2464,80.5299,68.6715,0,119.5616,713.767
2864,0    45.4298,73.0541,79.3296,66.8296,0,113.55,698.7307
2864.5,0    44.5652,72.3812,78.2595,66.1065,0,110.5722,707.4359
2865,0    44.5027,72.2783,77.6045,67.6729,0,110.2966,690.0254
2865.5,0    43.5904,71.2726,76.5352,66.7935,0,112.8623,696.3565
2866,0    43.6516,70.9311,76.6119,64.8264,0,120.3119,713.767
2866.5,0    43.4302,70.5946,77.9568,63.2162,0,116.313,713.767
2867,0    43.1250,70.8566,77.832,62.9887,0,107.8415,703.4789
2867.5,0    43.7237,71.139,77.727,64.133,0,102.9283,702.6876
2868,0    43.6259,70.6455,76.6142,64.3383,0,101.5725,725.6378
2868.5,0    43.7255,71.0904,77.9421,64.9394,0,107.5956,725.6378
2869,0    44.3661,72.8716,80.3501,66.7973,0,120.9509,720.098
2869.5,0    44.2322,73.609,80.6091,67.7599,0,133.8233,716.9325
2870,0    43.4937,73.2693,79.9277,66.4201,0,137.398,689.234
2870.5,0    43.3703,71.6446,78.6173,65.0803,0,134.5811,706.6445
2871,0    43.1810,69.6692,76.6229,64.4012,0,125.1164,685.2771
2871.5,0    42.6635,68.4037,75.8829,62.8401,0,109.7889,696.3565
2872,0    42.6248,67.7525,75.3308,61.8574,0,101.7749,716.9325
2872.5,0    41.6882,67.4687,74.3991,61.4689,0,109.848,724.055
2873,0    40.1963,67.0733,73.6951,61.0719,0,116.1939,685.2771
2873.5,0    38.8608,66.8167,73.9052,60.8994,0,109.7012,697.1479
2874,0    38.2498,67.8876,75.0339,61.8059,0,105.3686,682.903
2874.5,0    41.5048,69.47,76.1153,63.8962,0,127.3393,701.8962
2875,0    44.1654,70.4239,76.9351,64.718,0,140.8076,713.767
2875.5,0    44.9653,69.993,78.2499,63.6298,0,122.7976,718.5153
2876,0    43.7394,70.1972,75.8779,64.0193,0,98.4891,679.7374
2876.5,0    43.1782,70.9707,76.9349,64.9495,0,93.3788,697.9393
2877,0    43.2142,70.6769,77.2925,65.6778,0,103.9059,693.9824
2877.5,0    43.4959,70.4328,76.5675,65.6397,0,115.4447,702.6876
2878,0    43.5428,70.4495,75.6791,65.1182,0,125.4935,712.1842
2878.5,0    43.0597,70.4351,76.5497,63.7412,0,127.4721,706.6445
2879,0    42.4925,69.6906,77.0121,63.1046,0,119.8991,692.3996
2879.5,0    41.4887,68.8527,76.9453,62.6116,0,98.4805,705.0617
2880,0    42.2172,69.5162,77.2445,63.4749,0,89.1226,688.4426
2880.5,0    42.7992,70.4215,77.8314,64.7894,0,106.1085,702.6876
2881,0    43.4635,71.2896,77.2422,66.0634,0,118.9389,715.3497
2881.5,0    44.4191,71.0935,76.7405,66.6063,0,123.6932,705.8531
2882,0    44.4636,70.4448,75.2082,66.1381,0,133.0399,693.9824
2882.5,0    43.3718,69.6919,73.2063,66.6159,0,138.3841,711.3928
2883,0    42.6617,68.3493,71.9474,65.0399,0,130.1073,698.7307
2883.5,0    42.2473,67.5109,70.5045,63.8774,0,116.7333,709.8101
2884,0    41.8655,66.569,70.6732,62.2306,0,109.8689,724.8464
2884.5,0    40.5716,65.8227,69.3583,62.6561,0,110.4933,710.6014
2885,0    38.8816,64.1775,68.6545,60.7404,0,110.0752,689.234
2885.5,0    36.9759,61.8007,67.0595,58.7769,0,109.8975,716.1411
2886,0    36.8154,60.8052,66.6085,56.3087,0,110.1634,697.1479
2886.5,0    37.7983,61.6275,68.321,55.6368,0,104.0735,710.6014
2887,0    38.3649,61.8279,69.1114,55.5525,0,90.5208,719.3066
2887.5,0    38.6751,61.7338,69.7595,55.1966,0,89.6903,703.4789
2888,0    39.1959,63.3476,72.8138,56.6075,0,91.9539,685.2771
2888.5,0    40.5524,66.9673,75.8669,58.5898,0,89.505,709.0187
2889,0    31.6361,54.422,61.8123,45.9994,0,93.4036,700.3134
2889.5,0    24.5469,40.6633,45.5383,35.3409,0,100.7683,710.6014
2890,0    24.6589,39.4438,43.6308,35.3702,-2,106.43,709.8101
2890.5,0    25.2790,39.9738,43.9443,35.7544,0,108.8236,711.3928
2891,0    31.0271,48.3317,53.0786,43.7899,0,105.5599,693.191
2891.5,0    41.0697,64.9935,70.1126,60.9145,0,93.2513,719.3066
2892,0    40.3956,64.4752,68.8786,60.224,0,83.7736,695.5651
2892.5,0    41.8017,67.3233,72.9823,62.1348,0,83.0468,699.522
2893,0    43.2781,70.3851,76.6916,64.7455,0,93.7172,712.9756
2893.5,0    43.8014,72.0799,78.1433,66.4246,0,107.7178,712.9756
2894,0    45.3981,74.5951,80.2571,69.0173,0,108.0815,701.1048
2894.5,0    47.9083,76.8966,83.0894,71.3649,0,98.1326,713.767
2895,0    48.5736,77.3335,83.3819,72.2064,0,91.4775,693.191
2895.5,0    47.2489,76.427,81.6981,70.7207,0,93.7485,696.3565
2896,0    46.7065,76.13,81.734,70.2827,0,96.3243,729.5947
